ShipmentID,ShipmentDate,PlannedDeliveryDate,ActualDeliveryDate,ClientID,WarehouseID,ServiceID,WeightKG,VolumeCBM,Revenue_RM,Cost_RM,OnTimeDelivery,Status
SHP00423,2024-11-22,2024-11-24,2024-11-25,C007,WH005,SV02,2045.4,11.97,43935.71,32187.78,No,In Transit
SHP00424,2024-05-14,2024-05-15,2024-05-17,C008,WH001,SV03,1624.7,9.08,35829.4,22576.71,No,Delivered
SHP00425,2024-03-23,2024-03-26,2024-03-26,C001,WH005,SV04,834.3,4.22,28605.55,21911.55,Yes,In Transit
SHP00426,2024-08-14,2024-08-21,2024-08-21,C006,WH001,SV01,1193.3,4.39,39052.27,29935.12,Yes,Delivered
SHP00427,2024-10-09,2024-10-13,2024-10-13,C001,WH004,SV04,3564.6,13.51,7278.46,4800.2,Yes,In Transit
SHP00428,2024-12-27,2024-12-30,2024-12-30,C006,WH001,SV01,675.3,2.02,26623.86,18674.45,Yes,In Transit
SHP00429,2024-08-06,2024-08-12,2024-08-12,C008,WH004,SV02,635.9,2.35,24306.84,17279.37,Yes,Delivered
SHP00430,2024-10-14,2024-10-19,2024-10-19,C005,WH004,SV06,2905.8,7.86,10015.94,5740.18,Yes,Delivered
SHP00431,2024-01-05,2024-01-06,2024-01-06,C005,WH005,SV01,1990.5,11.6,7958.49,5081.63,Yes,Delivered
SHP00432,2024-02-27,2024-02-28,2024-02-28,C003,WH003,SV06,3822.8,17.75,11626.22,8018.02,Yes,Delivered
SHP00433,2024-02-08,2024-02-14,2024-02-16,C008,WH002,SV04,4587.5,15.55,18188.81,12982.2,No,Delivered
SHP00434,2024-12-19,2024-12-23,2024-12-23,C003,WH003,SV01,4194.8,15.07,33590.67,25195.27,Yes,Delivered
SHP00435,2024-03-17,2024-03-21,2024-03-21,C006,WH004,SV01,837.3,2.1,32742.86,24607.37,Yes,Delivered
SHP00436,2024-10-06,2024-10-09,2024-10-09,C006,WH004,SV01,1645.9,9.1,35002.52,25569.98,Yes,Processing
SHP00437,2024-01-19,2024-01-22,2024-01-22,C001,WH004,SV01,511.6,2.74,23932.42,17107.69,Yes,Delivered
SHP00438,2024-07-08,2024-07-10,2024-07-13,C006,WH003,SV01,176.9,0.97,39560.69,22047.23,No,Delivered
SHP00439,2024-10-25,2024-10-28,2024-10-28,C003,WH003,SV05,107.1,0.47,9480.42,6299.95,Yes,Delivered
SHP00440,2024-10-09,2024-10-12,2024-10-12,C003,WH003,SV01,3861.7,18.34,18276.95,10418.42,Yes,Delivered
SHP00441,2024-03-16,2024-03-21,2024-03-21,C005,WH001,SV02,807.6,1.71,37404.75,27733.43,Yes,Delivered
SHP00442,2024-08-08,2024-08-14,2024-08-17,C003,WH005,SV06,3109.6,9.55,8165.31,6362.0,No,In Transit
SHP00443,2024-03-06,2024-03-07,2024-03-07,C002,WH002,SV01,2741.2,7.84,11479.39,8920.18,Yes,Delivered
SHP00444,2024-01-22,2024-01-29,2024-01-29,C007,WH003,SV06,4863.4,26.28,43724.74,28743.1,Yes,Delivered
SHP00445,2024-06-06,2024-06-09,2024-06-09,C008,WH005,SV03,2880.4,10.47,35307.21,26698.39,Yes,Processing
SHP00446,2024-07-05,2024-07-07,2024-07-07,C005,WH003,SV04,175.2,0.74,3276.68,2521.94,Yes,Delivered
SHP00447,2024-01-21,2024-01-24,2024-01-24,C001,WH005,SV04,3684.1,12.13,38062.16,25155.23,Yes,Delivered
SHP00448,2024-07-02,2024-07-07,2024-07-07,C001,WH004,SV05,4917.9,23.11,22893.86,15438.56,Yes,Delivered
SHP00449,2024-04-17,2024-04-24,2024-04-25,C006,WH001,SV02,3190.6,11.63,15043.85,9116.15,No,Delivered
SHP00450,2024-12-15,2024-12-22,2024-12-22,C008,WH004,SV04,3899.1,20.42,10193.0,6005.71,Yes,Delivered
SHP00451,2024-05-07,2024-05-11,2024-05-11,C003,WH002,SV03,973.4,3.6,14172.66,10872.82,Yes,Delivered
SHP00452,2024-12-07,2024-12-12,2024-12-12,C006,WH001,SV01,3280.0,9.98,33038.39,23489.6,Yes,In Transit
SHP00453,2024-02-22,2024-02-24,2024-02-24,C006,WH002,SV04,1147.7,2.55,20430.36,11732.3,Yes,Delivered
SHP00454,2024-06-30,2024-07-04,2024-07-04,C001,WH003,SV03,1009.5,3.98,29436.5,22915.52,Yes,Delivered
SHP00455,2024-10-13,2024-10-14,2024-10-14,C006,WH004,SV06,4210.3,12.11,13308.95,7409.37,Yes,Delivered
SHP00456,2024-07-27,2024-08-03,2024-08-03,C001,WH001,SV03,3645.2,16.57,34634.66,26449.48,Yes,Processing
SHP00457,2024-11-13,2024-11-15,2024-11-15,C005,WH001,SV04,4045.1,8.83,25245.31,15780.72,Yes,Delivered
SHP00458,2024-03-20,2024-03-22,2024-03-22,C006,WH002,SV01,1921.6,7.28,36063.06,23015.54,Yes,Delivered
SHP00459,2024-05-01,2024-05-07,2024-05-07,C003,WH001,SV03,1339.4,3.86,8795.76,5404.84,Yes,Delivered
SHP00460,2024-03-24,2024-03-27,2024-03-27,C001,WH004,SV02,306.2,1.68,21010.56,15031.17,Yes,Delivered
SHP00461,2024-03-31,2024-04-02,2024-04-02,C006,WH002,SV02,460.7,1.91,41556.84,29221.3,Yes,In Transit
SHP00462,2024-07-30,2024-08-06,2024-08-06,C008,WH001,SV05,761.7,3.9,40718.74,31306.44,Yes,Delivered
SHP00463,2024-01-13,2024-01-19,2024-01-19,C008,WH003,SV04,164.5,0.4,42977.3,30266.26,Yes,Delivered
SHP00464,2024-04-01,2024-04-08,2024-04-08,C008,WH003,SV02,4924.7,28.92,24678.52,17350.47,Yes,Delivered
SHP00465,2024-06-19,2024-06-20,2024-06-20,C001,WH002,SV01,4341.3,19.29,31652.34,24126.34,Yes,Delivered
SHP00466,2024-07-29,2024-07-30,2024-07-30,C006,WH001,SV06,599.1,1.51,42637.09,29663.31,Yes,Delivered
SHP00467,2024-12-08,2024-12-14,2024-12-16,C004,WH004,SV04,4639.6,19.3,21588.3,14316.29,No,In Transit
SHP00468,2024-05-07,2024-05-08,2024-05-08,C001,WH004,SV02,657.3,3.81,35346.38,25907.99,Yes,Delivered
SHP00469,2024-05-16,2024-05-18,2024-05-18,C002,WH002,SV03,752.1,1.57,33140.28,20763.85,Yes,Processing
SHP00470,2024-03-22,2024-03-27,2024-03-27,C008,WH004,SV04,1346.9,4.74,24728.65,14873.68,Yes,Delivered
SHP00471,2024-12-25,2024-12-27,2024-12-27,C003,WH004,SV04,944.1,4.84,5922.41,4041.89,Yes,In Transit
SHP00472,2024-02-25,2024-03-03,2024-03-03,C006,WH005,SV01,433.0,1.44,17208.75,13121.41,Yes,Delivered
SHP00473,2024-07-14,2024-07-21,2024-07-21,C002,WH003,SV02,4230.9,14.43,19869.34,11223.66,Yes,Delivered
SHP00474,2024-01-20,2024-01-27,2024-01-30,C008,WH003,SV01,4568.0,23.13,35439.65,22289.48,No,Delivered
SHP00475,2024-08-28,2024-08-31,2024-09-01,C001,WH003,SV04,1079.5,2.43,21231.04,16121.54,No,Delivered
SHP00476,2024-04-23,2024-04-24,2024-04-24,C002,WH005,SV06,548.3,1.2,19517.18,14069.6,Yes,Delivered
SHP00477,2024-04-12,2024-04-15,2024-04-15,C006,WH004,SV01,3987.4,11.33,4557.94,3266.93,Yes,Delivered
SHP00478,2024-08-23,2024-08-29,2024-08-29,C004,WH001,SV01,2098.0,8.69,41745.79,29238.81,Yes,Delivered
SHP00479,2024-06-28,2024-07-05,2024-07-06,C005,WH005,SV05,2458.3,14.6,9339.99,6823.51,No,Delivered
SHP00480,2024-06-05,2024-06-06,2024-06-06,C006,WH003,SV02,3147.1,16.85,27131.4,20951.87,Yes,Delivered
SHP00481,2024-04-26,2024-04-29,2024-04-30,C005,WH004,SV04,1091.0,3.91,44064.78,28664.2,No,Delivered
SHP00482,2024-04-24,2024-04-28,2024-04-28,C006,WH005,SV01,2128.5,10.37,44161.98,26659.46,Yes,Delivered
SHP00483,2024-01-13,2024-01-17,2024-01-20,C007,WH004,SV01,4454.1,14.08,36560.97,22287.26,No,Delivered
SHP00484,2024-12-03,2024-12-04,2024-12-04,C005,WH002,SV04,3186.1,8.43,39784.16,24543.83,Yes,Delivered
SHP00485,2024-04-08,2024-04-11,2024-04-11,C005,WH005,SV01,2281.8,7.98,43851.77,25241.87,Yes,Delivered
SHP00486,2024-07-23,2024-07-25,2024-07-25,C001,WH004,SV03,847.5,3.1,20610.82,12948.84,Yes,Delivered
SHP00487,2024-06-17,2024-06-23,2024-06-23,C002,WH003,SV04,1528.8,6.44,40202.88,27587.46,Yes,Delivered
SHP00488,2024-05-22,2024-05-27,2024-05-27,C006,WH002,SV03,4523.0,13.55,32433.2,19241.84,Yes,Delivered
SHP00489,2024-02-05,2024-02-07,2024-02-07,C005,WH002,SV03,3315.3,6.81,39688.95,30428.0,Yes,Delivered
SHP00490,2024-05-22,2024-05-24,2024-05-24,C008,WH003,SV03,3174.5,17.08,33305.14,22705.88,Yes,Delivered
SHP00491,2024-06-28,2024-07-03,2024-07-03,C006,WH001,SV01,4281.3,21.49,16175.2,9370.39,Yes,Delivered
SHP00492,2024-11-24,2024-11-29,2024-11-29,C001,WH005,SV04,630.2,2.59,17454.61,10858.09,Yes,Delivered
SHP00493,2024-09-17,2024-09-24,2024-09-24,C003,WH004,SV02,1746.9,7.0,37734.15,24053.44,Yes,In Transit
SHP00494,2024-07-23,2024-07-26,2024-07-26,C006,WH005,SV01,1766.6,9.13,40808.76,29361.54,Yes,Delivered
SHP00495,2024-12-13,2024-12-18,2024-12-18,C008,WH004,SV01,4974.8,10.79,28636.84,17797.33,Yes,Delivered
SHP00496,2024-10-01,2024-10-05,2024-10-08,C005,WH001,SV06,3020.0,9.46,9168.2,6286.76,No,Delivered
SHP00497,2024-06-18,2024-06-23,2024-06-23,C006,WH003,SV04,74.8,0.16,19965.4,11852.8,Yes,Delivered
SHP00498,2024-01-15,2024-01-21,2024-01-21,C006,WH004,SV03,2632.7,11.92,30042.93,19205.65,Yes,Delivered
SHP00499,2024-02-29,2024-03-02,2024-03-02,C002,WH001,SV04,1309.8,6.22,40278.35,26078.24,Yes,Delivered
SHP00500,2024-05-13,2024-05-19,2024-05-19,C002,WH005,SV01,651.9,1.39,29223.11,21256.73,Yes,Delivered
SHP00501,2024-04-01,2024-04-07,2024-04-07,C008,WH001,SV04,3050.2,15.25,28963.87,21242.95,Yes,Delivered
SHP00502,2024-10-24,2024-10-30,2024-10-30,C006,WH003,SV01,2703.0,14.2,21570.04,16496.83,Yes,Delivered
SHP00503,2024-05-15,2024-05-16,2024-05-19,C008,WH005,SV04,2614.1,9.18,17500.53,10133.69,No,Delivered
SHP00504,2024-01-20,2024-01-24,2024-01-24,C002,WH002,SV05,3816.8,13.75,37096.91,26066.55,Yes,Delivered
SHP00505,2024-02-25,2024-03-01,2024-03-02,C006,WH005,SV01,1120.7,5.91,30247.79,20746.31,No,Delivered
SHP00506,2024-11-01,2024-11-07,2024-11-07,C005,WH005,SV05,1856.2,10.22,35566.81,20433.66,Yes,Delivered
SHP00507,2024-08-10,2024-08-15,2024-08-18,C004,WH005,SV05,4497.9,24.5,40000.94,22085.05,No,Delivered
SHP00508,2024-06-25,2024-06-26,2024-06-26,C006,WH002,SV04,196.0,0.45,6539.8,4878.97,Yes,Delivered
SHP00509,2024-06-09,2024-06-12,2024-06-12,C006,WH005,SV02,735.9,2.96,25572.21,15922.87,Yes,Delivered
SHP00510,2024-08-11,2024-08-13,2024-08-13,C004,WH005,SV05,463.0,2.23,19379.73,14296.7,Yes,Delivered
SHP00511,2024-11-06,2024-11-07,2024-11-07,C003,WH001,SV01,3473.4,17.13,33192.98,20522.2,Yes,Delivered
SHP00512,2024-09-18,2024-09-21,2024-09-21,C001,WH002,SV04,676.6,1.41,39954.78,23986.77,Yes,Delivered
SHP00513,2024-02-29,2024-03-02,2024-03-02,C002,WH001,SV01,1404.6,6.98,24859.73,17560.8,Yes,Delivered
SHP00514,2024-07-16,2024-07-23,2024-07-23,C005,WH003,SV04,1036.2,4.32,25713.19,15014.13,Yes,Delivered
SHP00515,2024-10-22,2024-10-28,2024-10-28,C007,WH003,SV01,505.3,2.87,11976.85,7367.92,Yes,Delivered
SHP00516,2024-04-07,2024-04-12,2024-04-12,C001,WH001,SV01,3555.0,8.47,24490.21,17677.62,Yes,Delivered
SHP00517,2024-05-10,2024-05-13,2024-05-13,C004,WH003,SV01,3277.0,14.26,16114.6,12010.2,Yes,Processing
SHP00518,2024-01-23,2024-01-24,2024-01-24,C003,WH004,SV01,2361.9,8.42,17309.77,12815.86,Yes,Delivered
SHP00519,2024-12-28,2025-01-01,2025-01-01,C008,WH004,SV01,4054.6,21.59,29698.79,16568.93,Yes,Delivered
SHP00520,2024-08-11,2024-08-17,2024-08-17,C006,WH002,SV05,2208.5,12.01,3983.71,2484.37,Yes,In Transit
SHP00521,2024-01-01,2024-01-02,2024-01-02,C004,WH001,SV06,4734.4,24.33,40393.41,26883.71,Yes,Delivered
SHP00522,2024-09-23,2024-09-24,2024-09-27,C001,WH001,SV02,4615.6,17.08,25677.17,18189.14,No,In Transit
SHP00523,2024-10-02,2024-10-06,2024-10-06,C001,WH001,SV02,1288.0,6.41,13864.99,8497.77,Yes,Delivered
SHP00524,2024-12-17,2024-12-23,2024-12-23,C001,WH001,SV02,1029.5,3.3,37953.62,28274.08,Yes,Delivered
SHP00525,2024-12-09,2024-12-12,2024-12-12,C004,WH003,SV02,4237.9,16.25,15765.57,10752.33,Yes,Delivered
SHP00526,2024-04-10,2024-04-16,2024-04-16,C004,WH003,SV02,3601.1,8.64,20755.33,14428.02,Yes,In Transit
SHP00527,2024-07-05,2024-07-12,2024-07-12,C007,WH002,SV01,4811.3,28.28,24221.53,14523.52,Yes,Delivered
SHP00528,2024-08-08,2024-08-14,2024-08-14,C001,WH001,SV01,559.3,2.41,33743.42,20821.17,Yes,Delivered
SHP00529,2024-02-05,2024-02-08,2024-02-11,C008,WH002,SV04,3976.1,13.94,38346.5,29614.77,No,Delivered
SHP00530,2024-12-06,2024-12-13,2024-12-13,C007,WH001,SV01,2958.5,11.0,13909.77,7838.53,Yes,Processing
SHP00531,2024-06-18,2024-06-19,2024-06-19,C008,WH005,SV04,870.0,2.51,24314.97,17904.29,Yes,Delivered
SHP00532,2024-11-15,2024-11-16,2024-11-16,C008,WH004,SV01,1068.9,3.88,8200.15,4798.08,Yes,Delivered
SHP00533,2024-06-09,2024-06-12,2024-06-12,C003,WH003,SV05,3624.2,11.29,34775.52,24859.5,Yes,Delivered
SHP00534,2024-12-05,2024-12-12,2024-12-12,C003,WH001,SV02,2195.7,6.89,42536.41,31692.01,Yes,Delivered
SHP00535,2024-03-04,2024-03-10,2024-03-13,C003,WH001,SV03,2258.5,10.87,21846.95,16711.16,No,Delivered
SHP00536,2024-06-02,2024-06-06,2024-06-06,C003,WH004,SV01,3001.8,12.09,27042.28,16273.14,Yes,Delivered
SHP00537,2024-09-16,2024-09-18,2024-09-18,C001,WH001,SV04,1394.8,4.92,3218.96,2315.13,Yes,Delivered
SHP00538,2024-06-07,2024-06-11,2024-06-11,C002,WH002,SV04,1627.8,9.72,17237.17,13140.35,Yes,Delivered
SHP00539,2024-12-07,2024-12-12,2024-12-12,C003,WH002,SV01,582.4,2.86,12916.09,9409.23,Yes,Delivered
SHP00540,2024-07-28,2024-08-03,2024-08-03,C001,WH002,SV06,1946.1,11.3,34321.84,25640.44,Yes,Delivered
SHP00541,2024-06-16,2024-06-17,2024-06-17,C006,WH004,SV02,1038.6,5.25,27426.94,19673.37,Yes,Delivered
SHP00542,2024-07-25,2024-07-28,2024-07-28,C003,WH005,SV05,1796.9,8.73,33015.18,20429.58,Yes,Delivered
SHP00543,2024-12-22,2024-12-26,2024-12-26,C001,WH003,SV01,4494.6,17.12,42376.66,31250.79,Yes,Delivered
SHP00544,2024-05-31,2024-06-07,2024-06-07,C001,WH004,SV01,4105.7,17.7,30951.86,23518.66,Yes,Delivered
SHP00545,2024-10-10,2024-10-15,2024-10-17,C008,WH001,SV01,2274.5,4.78,38468.82,22566.37,No,Delivered
SHP00546,2024-03-06,2024-03-11,2024-03-11,C004,WH003,SV04,4452.8,22.64,12821.19,7115.25,Yes,Delivered
SHP00547,2024-04-08,2024-04-09,2024-04-09,C007,WH003,SV04,4792.6,18.16,15566.47,9966.05,Yes,Delivered
SHP00548,2024-08-03,2024-08-05,2024-08-05,C006,WH001,SV05,1302.7,5.09,31010.74,20068.93,Yes,Delivered
SHP00549,2024-12-06,2024-12-08,2024-12-08,C004,WH002,SV01,2078.6,5.06,37233.33,24532.56,Yes,Delivered
SHP00550,2024-07-13,2024-07-18,2024-07-18,C005,WH001,SV04,3039.2,9.85,27056.16,17048.37,Yes,Delivered
SHP00551,2024-12-12,2024-12-16,2024-12-16,C008,WH004,SV01,4392.4,11.31,8878.8,5682.55,Yes,Delivered
SHP00552,2024-03-30,2024-04-04,2024-04-04,C001,WH005,SV05,4754.4,21.49,18861.96,10685.67,Yes,Delivered
SHP00553,2024-11-11,2024-11-17,2024-11-17,C002,WH003,SV06,2676.0,6.25,33975.52,24365.67,Yes,Processing
SHP00554,2024-10-18,2024-10-19,2024-10-19,C001,WH002,SV05,2021.6,8.58,7419.53,4562.59,Yes,Delivered
SHP00555,2024-06-03,2024-06-04,2024-06-04,C008,WH001,SV04,617.5,1.75,24690.98,18822.05,Yes,In Transit
SHP00556,2024-07-26,2024-07-28,2024-07-28,C005,WH005,SV06,4054.8,23.39,11087.32,7885.91,Yes,Delivered
SHP00557,2024-10-07,2024-10-12,2024-10-12,C003,WH001,SV01,2175.5,9.51,35699.08,24134.09,Yes,Delivered
SHP00558,2024-01-01,2024-01-04,2024-01-04,C006,WH001,SV05,970.3,2.27,22081.0,12638.8,Yes,Delivered
SHP00559,2024-06-04,2024-06-07,2024-06-07,C002,WH004,SV01,1264.3,4.57,9155.24,5716.41,Yes,Delivered
SHP00560,2024-05-26,2024-05-30,2024-05-30,C001,WH002,SV01,1115.2,5.97,20879.07,15283.35,Yes,In Transit
SHP00561,2024-04-17,2024-04-21,2024-04-21,C002,WH002,SV03,1889.7,7.74,20306.22,15212.34,Yes,Delivered
SHP00562,2024-08-08,2024-08-14,2024-08-16,C006,WH004,SV02,767.9,4.11,6874.44,3866.52,No,Delivered
SHP00563,2024-10-23,2024-10-25,2024-10-25,C005,WH001,SV03,1606.5,8.1,20845.24,15945.62,Yes,Delivered
SHP00564,2024-11-06,2024-11-07,2024-11-08,C001,WH003,SV01,97.7,0.22,8462.66,5246.32,No,Delivered
SHP00565,2024-12-01,2024-12-04,2024-12-04,C007,WH001,SV01,3457.0,13.74,12020.94,8421.46,Yes,Processing
SHP00566,2024-06-13,2024-06-19,2024-06-19,C004,WH003,SV04,3598.2,13.12,6279.05,4287.0,Yes,Delivered
SHP00567,2024-08-26,2024-08-29,2024-08-29,C005,WH004,SV04,1108.2,5.5,31426.54,20478.58,Yes,Delivered
SHP00568,2024-08-14,2024-08-17,2024-08-17,C006,WH002,SV01,2859.0,15.26,19915.66,13163.49,Yes,Delivered
SHP00569,2024-08-14,2024-08-20,2024-08-20,C005,WH005,SV06,1641.7,3.52,26476.67,20025.9,Yes,Delivered
SHP00570,2024-12-11,2024-12-14,2024-12-14,C006,WH001,SV05,1201.6,5.71,35710.64,21363.76,Yes,Delivered
SHP00571,2024-04-19,2024-04-21,2024-04-21,C002,WH004,SV01,377.9,1.66,39624.62,29124.19,Yes,Delivered
SHP00572,2024-09-18,2024-09-23,2024-09-23,C001,WH005,SV01,1453.9,7.98,27540.76,16386.77,Yes,Delivered
SHP00573,2024-08-30,2024-09-02,2024-09-02,C003,WH001,SV04,1100.3,3.38,29731.37,20805.56,Yes,In Transit
SHP00574,2024-03-27,2024-04-03,2024-04-03,C005,WH003,SV01,1126.4,3.2,44853.49,28406.25,Yes,Delivered
SHP00575,2024-12-03,2024-12-04,2024-12-04,C002,WH001,SV01,2826.7,12.01,31938.75,23855.45,Yes,In Transit
SHP00576,2024-02-13,2024-02-19,2024-02-19,C006,WH002,SV04,3595.5,14.22,42808.44,24548.41,Yes,Processing
SHP00577,2024-05-25,2024-05-28,2024-05-28,C005,WH003,SV03,4734.0,18.93,33732.11,24646.87,Yes,Delivered
SHP00578,2024-09-20,2024-09-24,2024-09-25,C003,WH004,SV01,4046.8,23.62,20510.74,15330.53,No,Processing
SHP00579,2024-12-05,2024-12-12,2024-12-12,C008,WH004,SV04,3373.2,9.93,9839.4,6263.84,Yes,Delivered
SHP00580,2024-11-20,2024-11-21,2024-11-21,C005,WH001,SV06,2891.0,11.12,24243.01,18813.09,Yes,Delivered
SHP00581,2024-11-13,2024-11-18,2024-11-18,C006,WH002,SV03,3249.0,12.78,23360.1,16498.59,Yes,Delivered
SHP00582,2024-06-20,2024-06-23,2024-06-23,C004,WH001,SV04,3426.6,14.46,22223.94,13083.04,Yes,Delivered
SHP00583,2024-02-17,2024-02-19,2024-02-19,C001,WH003,SV01,2204.3,10.93,43657.34,24577.17,Yes,Delivered
SHP00584,2024-04-30,2024-05-02,2024-05-02,C007,WH001,SV04,4076.3,20.11,24553.79,15512.7,Yes,Delivered
SHP00585,2024-12-10,2024-12-13,2024-12-13,C001,WH005,SV01,1030.8,5.86,25223.93,16622.35,Yes,Delivered
SHP00586,2024-06-07,2024-06-11,2024-06-11,C003,WH001,SV01,295.8,1.1,32167.77,24684.41,Yes,Processing
SHP00587,2024-04-25,2024-05-01,2024-05-01,C003,WH002,SV03,2495.0,5.76,22128.16,12767.72,Yes,Delivered
SHP00588,2024-04-11,2024-04-13,2024-04-13,C006,WH002,SV06,281.6,0.71,4369.51,2921.24,Yes,Delivered
SHP00589,2024-03-16,2024-03-17,2024-03-17,C003,WH002,SV02,1408.4,2.89,9587.27,6019.38,Yes,In Transit
SHP00590,2024-01-13,2024-01-19,2024-01-19,C001,WH004,SV04,640.3,2.61,26479.12,17205.57,Yes,Delivered
SHP00591,2024-01-24,2024-01-28,2024-01-28,C002,WH002,SV01,2291.3,5.7,41711.29,24366.51,Yes,Delivered
SHP00592,2024-05-05,2024-05-10,2024-05-10,C006,WH003,SV01,3027.1,8.44,7988.17,5721.02,Yes,Delivered
SHP00593,2024-08-31,2024-09-06,2024-09-06,C001,WH001,SV01,2976.3,16.31,38797.35,23524.78,Yes,In Transit
SHP00594,2024-11-08,2024-11-13,2024-11-16,C005,WH003,SV01,1220.3,3.0,7634.12,4407.37,No,Delivered
SHP00595,2024-02-07,2024-02-14,2024-02-14,C006,WH005,SV03,155.3,0.86,18522.61,11877.22,Yes,Delivered
SHP00596,2024-08-21,2024-08-27,2024-08-28,C001,WH001,SV02,138.3,0.55,15162.8,9395.15,No,Delivered
SHP00597,2024-07-31,2024-08-06,2024-08-06,C003,WH003,SV04,3927.4,17.69,24956.65,17148.11,Yes,Delivered
SHP00598,2024-11-18,2024-11-20,2024-11-20,C003,WH001,SV04,2900.0,11.89,7945.17,4685.04,Yes,Delivered
SHP00599,2024-10-21,2024-10-25,2024-10-27,C006,WH001,SV01,73.0,0.19,15806.83,11402.98,No,Delivered
SHP00600,2024-04-09,2024-04-11,2024-04-11,C007,WH005,SV03,2335.8,12.84,18727.31,13641.82,Yes,Delivered
SHP00601,2024-12-22,2024-12-27,2024-12-27,C006,WH005,SV05,698.7,2.57,15347.21,11939.63,Yes,Processing
SHP00602,2024-07-15,2024-07-17,2024-07-17,C008,WH002,SV06,4835.9,9.85,4175.07,2940.37,Yes,Delivered
SHP00603,2024-09-10,2024-09-14,2024-09-14,C004,WH002,SV01,233.2,0.58,9000.51,5135.79,Yes,Delivered
SHP00604,2024-07-23,2024-07-26,2024-07-26,C002,WH004,SV02,2690.7,16.1,35919.29,23586.22,Yes,Delivered
SHP00605,2024-05-04,2024-05-09,2024-05-09,C001,WH004,SV04,2661.2,12.99,20713.79,15290.61,Yes,Delivered
SHP00606,2024-03-16,2024-03-19,2024-03-19,C006,WH002,SV04,1720.1,9.5,42346.47,27012.1,Yes,Delivered
SHP00607,2024-12-01,2024-12-05,2024-12-07,C008,WH002,SV04,130.5,0.4,15816.89,10999.65,No,Delivered
SHP00608,2024-12-18,2024-12-23,2024-12-23,C001,WH003,SV01,2376.0,7.82,14906.26,9724.5,Yes,Delivered
SHP00609,2024-01-03,2024-01-05,2024-01-05,C002,WH003,SV02,4157.8,23.11,10689.24,5907.61,Yes,In Transit
SHP00610,2024-02-24,2024-02-26,2024-02-26,C006,WH001,SV04,2104.6,8.96,34065.73,19649.94,Yes,Processing
SHP00611,2024-08-05,2024-08-11,2024-08-11,C008,WH001,SV02,1539.9,4.1,3087.6,1784.85,Yes,Processing
SHP00612,2024-04-22,2024-04-24,2024-04-24,C003,WH001,SV02,1620.1,5.12,25996.57,18133.24,Yes,Delivered
SHP00613,2024-03-31,2024-04-05,2024-04-08,C003,WH005,SV02,1761.8,8.35,5837.71,4430.53,No,Delivered
SHP00614,2024-12-22,2024-12-27,2024-12-27,C003,WH005,SV04,444.8,2.32,4876.66,2934.46,Yes,In Transit
SHP00615,2024-09-22,2024-09-28,2024-09-28,C007,WH001,SV03,3884.3,22.56,23209.41,15897.88,Yes,Delivered
SHP00616,2024-08-25,2024-09-01,2024-09-01,C004,WH002,SV01,2494.4,8.69,16007.48,12439.26,Yes,Delivered
SHP00617,2024-01-26,2024-01-28,2024-01-28,C001,WH003,SV04,283.0,1.25,21999.73,14526.08,Yes,Delivered
SHP00618,2024-10-12,2024-10-19,2024-10-19,C006,WH004,SV01,1527.3,5.94,17188.58,12196.28,Yes,Delivered
SHP00619,2024-05-07,2024-05-09,2024-05-12,C002,WH003,SV01,4920.6,13.99,18846.84,10775.63,No,Delivered
SHP00620,2024-03-03,2024-03-06,2024-03-06,C007,WH003,SV05,2492.0,8.28,38047.32,26114.24,Yes,Delivered
SHP00621,2024-08-21,2024-08-27,2024-08-27,C001,WH002,SV05,3223.4,16.08,38014.71,24265.2,Yes,Delivered
SHP00622,2024-03-09,2024-03-15,2024-03-15,C006,WH002,SV01,4556.8,27.27,8578.0,6690.75,Yes,Delivered
SHP00623,2024-08-25,2024-08-30,2024-08-30,C002,WH005,SV04,4223.2,24.12,8817.94,6275.11,Yes,Delivered
SHP00624,2024-12-07,2024-12-09,2024-12-09,C006,WH001,SV04,4691.6,12.47,29731.33,18392.5,Yes,Delivered
SHP00625,2024-09-28,2024-10-02,2024-10-02,C004,WH001,SV04,558.6,2.71,34990.51,20252.66,Yes,Delivered
SHP00626,2024-10-13,2024-10-20,2024-10-20,C003,WH005,SV05,1158.9,4.51,31023.27,19383.42,Yes,Delivered
SHP00627,2024-10-31,2024-11-02,2024-11-02,C004,WH001,SV05,4136.0,13.53,9257.27,6611.23,Yes,Delivered
SHP00628,2024-06-11,2024-06-17,2024-06-17,C008,WH003,SV04,736.7,2.0,33570.29,25120.93,Yes,Delivered
SHP00629,2024-08-14,2024-08-19,2024-08-21,C003,WH001,SV05,4968.0,19.29,6751.23,4547.81,No,Processing
SHP00630,2024-11-09,2024-11-11,2024-11-11,C002,WH003,SV03,4313.9,25.77,29240.36,18808.16,Yes,Delivered
SHP00631,2024-09-15,2024-09-18,2024-09-18,C006,WH003,SV04,3635.1,7.35,29190.76,20759.61,Yes,Delivered
SHP00632,2024-08-06,2024-08-07,2024-08-10,C003,WH001,SV01,1170.4,5.62,19263.88,12339.93,No,Delivered
SHP00633,2024-10-07,2024-10-12,2024-10-12,C006,WH001,SV01,485.7,1.36,40810.27,30118.65,Yes,Delivered
SHP00634,2024-08-16,2024-08-21,2024-08-21,C002,WH001,SV01,3634.3,8.63,17237.91,12587.11,Yes,In Transit
